ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Text_ID
454444,aka,na ananse adi aduane no awie.,"na\\tananse\\ta-di\\taduane\\tno\\ta-wie","\\tspider\\tPRF-eat\\tfood\\tDEF\\tCONS-finish",and spider had finished eating the food,,,
454445,aka,Anokwa ɛhyee akyekyedeɛ yie nanso ɔanka hwee.,"anokwa\\tɛ-hye-e\\takyekyedeɛ\\tyie\\tnanso\\tɔ-a-n-ka\\thwee","truly\\t3SG.INANIM-burn-PAST\\tturtle\\ta_lot\\tbut\\t3SG.SBJ-PAST-NEG-say\\tnothing","Truly, it pained turtle a lot but he didnt say anything",,,
454446,aka,ɔhwɛɛ ananse anim kakra na ɔdaa no ase .,"ɔ-hwɛ-ɛ\\tananse\\tanim\\tkakra\\tna\\tɔ-da-a\\tno\\tase","3SG.SBJ-look-PAST\\tspider.OBJ\\tface.OBJ\\tlittle\\t\\t3SG.SBJ-thank-PAST\\t3SG.OBJ\\t",he looked at ananse briefly and thanked him,,,
454447,aka,ɔka kyerɛɛ ananse sɛ berɛ biara ɔbɛfa ne fie ho no ...,"ɔ-ka-kyerɛ-ɛ\\tananse\\tsɛ\\tberɛ\\tbiara\\tɔ-bɛ-fa\\tne\\tfie\\tho\\tno","3SG.SBJ-say-show-PAST\\tspider\\tthat\\ttime\\tany\\t3SG-VEN-pass\\tPOSS.3SG\\thome\\tbeside\\tthe/that.DEF",he told spider that anytime he passes around his house ...,,,
454448,aka,ɛyɛ a ɔnwura mu na ɔmbɛdidi,"ɛ-yɛ\\ta\\tɔ-n-wura\\tmu\\tna\\tɔ-m-bɛ-di-di","3SG.SBJ-be\\t\\t3SG-HRT-enter\\tinside.OBJ.LOC\\tCONJ.L\\t3SG-HRT-VEN-REDP-eat",he should come in to eat,,,
454449,aka,"Adufuropɛ nti, akyekyedeɛ asɛm no yɛɛ ananse dɛ","adufuropɛ\\tnti\\takyekyedeɛ\\tasɛm\\tno\\tyɛ-ɛ\\tananse\\tdɛ","greed\\tso\\tturtle\\tmatter\\tDEF\\tdo-PAST\\tspider.OBJ\\tsweet","Because of greed, turtle's issue (the dinner invitation) made spider happy",,,
454450,aka,"Da koro bi, ɔyɛɛ n'adwene sɛ ɔbɛkɔ akyekyedeɛ fie akɔdidi.","da-koro\\tbi\\tɔ-yɛ-ɛ\\tn'-adwene\\tsɛ\\tɔ-bɛ-kɔ\\takyekyedeɛ\\tfie\\ta-kɔ-di-di","day-one\\tINDEF\\t3SG-make-PAST\\tPOSS.3SG-mind\\tthat\\t3SG-FUT.H-go.ITV\\tturtle\\thome\\t-ITV-REDP-eat","one day, he made up his mind that he will go to turtle's house to eat",,,
454451,aka,ɔkɔtoo sɛ akyekyedeɛ da nsuo bi ano reto awia,"ɔ-kɔ-to-o\\tsɛ\\takyekyedeɛ\\tda\\tnsuo\\tbi\\tano\\tre-to\\tawia","3SG.SBJ-go.ITV-meet-PAST\\tthat\\tturtle\\tlie\\twater\\tINDEF\\tmouth\\tPROG-throw\\tsun",he met turtle sunbathing at the bank of a river,,,
454452,aka,Akyekyedeɛ pagyaa ne ti na ɔhuu ananse,"akyekyedeɛ\\tpagya-a\\tne\\tti\\tna\\tɔ-hu-u\\tananse","turtle\\tlift-PAST\\tPOSS.3SG\\thead\\tCONJ.L\\t3SG.SBJ-see-PAST\\tspider.OBJ",Turtle raised his head and saw spider,,,
454453,aka,ɔmaa no akwaaba bisaa no sɛ aduane no nti na ɔaba anaa,"ɔ-ma-a\\tno\\takwaaba\\tbisa-a\\tno\\tsɛ\\taduane\\tno\\tnti\\tna\\tɔ-a-ba\\tanaa","3SG.SBJ-give-PAST\\t3SG.OBJ\\twelcome\\task-PAST\\t3SG.OBJ\\tif.COND\\tfood\\tDEF\\tso\\tFOC.L\\t3SG-PRF-come\\tyes/no.COND",he welcomed him and asked if he had come because of the food,,,
454454,aka,ma ananse nso kaa sɛ aane,"ma\\tananse\\tnso\\tka-a\\tsɛ\\taane","give.CAUS\\tspider\\talso\\tsay-PAST\\tthat\\tyes",cause spider to also say yes,,,
454455,aka,Da no nso deɛ na ɛkɔm de ananse yie,"da\\tno\\tnso\\tdeɛ\\tna\\tɛkɔm\\tde\\tananse\\tyie","day\\tDEF\\talso.ADD\\tas_for.TOP\\tFOC.H\\thunger\\tuse\\tspider\\ta_lot","as for that day, spider was very hungry",,,
454456,aka,Akyekyedeɛ kɔɔ ne fie wɔ nsuo no ase kɔtoo pono kamakama bi,"akyekyedeɛ\\tkɔ-ɔ\\tne\\tfie\\twɔ\\tnsuo\\tno\\tase\\tkɔ-to-o\\tpono\\tkama-kama\\tbi","turtle\\tgo.ITV-PAST\\tPOSS.3SG\\thome\\tin\\twater.OBJ\\tDEF\\tdown\\tgo.ITV-lay-PAST\\ttable\\tREDP-nice\\tINDEF",Turtle went to his house which was under the river to set a very nice table,,,
454457,aka,Ankyɛ biara na ɔpue baa nsuo no ani,"a-n-kyɛ\\tbiara\\tna\\to-pue\\tba-a\\tnsuo\\tno\\tani","PAST-NEG-give\\tat_all.INDEF\\tL\\t3SG.SBJ-emerge\\tcome-PAST\\twater\\tDEF\\ttop",It didnt take a long time and he came to the surface of the water,,,
454458,aka,bɛka kyerɛɛ ananse sɛ aduane no abene nti ɔmbɛdidi,"bɛ-ka-kyerɛ-ɛ\\tananse\\tsɛ\\taduane\\tno\\ta-bene\\tnti\\tɔ-m-bɛ-di-di","VEN-say-show-\\tspider\\tthat\\tfood.OBJ\\tDEF\\tPRF-be_cooked\\tso\\t3SG-OPT-VEN-REDP-eat",came to tell spider that the food was cooked so he should come and eat,,,
454459,aka,ɛhɔ ara na akyekyedeɛ too ne ho wuraa nsuo no ase,"ɛhɔ\\tara\\tna\\takyekyedeɛ\\tto-o\\tne\\tho\\twura-a\\tnsuo\\tno\\tase","there\\tEMPH\\tFOC.L\\tturtle\\tthrow-PAST\\tPOSS.3SG\\tbody.REFL\\tenter-PAST\\twater\\tDEF\\tdown","just then, turtle threw himself into the water (turtle dived into the water)",,,
454460,aka,hyɛɛ aseɛ sɛ ɔredi aduane no,"hyɛɛ aseɛ\\tsɛ\\tɔ-re-di\\taduane\\tno","began\\tthat\\t3SG.SBJ-PROG-eat\\tfood\\tDEF",started to eat the food,,,
454461,aka,Ananse nso too ne ho sɛ ɔrewura nsuo no ase,"ananse\\tnso\\tto-o\\tne-ho\\tsɛ\\tɔ-re-wura\\tnsuo\\tno\\tase","spider\\talso\\tthrow-PAST\\tPOSS-body\\tthat\\t3SG.SBJ-PROG-enter\\twater\\tDEF\\t",Ananse also dived into the water but ...,,,
454462,aka,nanso esiane sɛ nemu yɛ hare no nti,"nanso\\tesiane\\tsɛ\\tne-mu\\tyɛ\\thare\\tno\\tnti","but\\tbecause\\tthat\\tPOSS-inside\\tbe\\tlight_weight\\tDEF\\tso",but because he is not heavy,,,
454463,aka,ɔantumi anwura aseɛ,"ɔ-a-n-tumi\\ta-n-wura\\taseɛ","3SG.SBJ-PAST-NEG-able\\tCONS-NEG-enter\\tunder",he couldnt go under it,,,
454464,aka,ɔyɛɛ biara nanso na ɔntumi nwura nsuo no mu,"ɔ-yɛ-ɛ\\tbiara\\tnanso\\tna\\tn-tumi\\tn-wura\\tnsuo\\tno\\tmu","3SG.SBJ-do-PAST\\teverything.INDEF\\tbut\\tFOC.H\\tNEG-able\\tNEG-enter\\twater\\tDEF\\tinside.LOC",He did everything but he wasnt able to enter the water (go under the water),,,
454465,aka,ne nyinaa akyi nso na akyekyedeɛ deɛ ɔredi aduane no,"ne\\tnyinaa\\takyi\\tnso\\tna\\takyekyedeɛ\\tdeɛ\\tɔ-re-di\\taduane\\tno","3SG.POSS\\tall\\tback\\talso.ADD\\tFOC.H\\tturtle\\tTOP\\t3SG-PROG-eat\\tfood.OBJ\\tDEF",and beside it all turtle was eating the food,,,
454466,aka,Ananse twaa ne ho twaa ne ho saa,"ananse\\ttwa-a\\tne\\tho\\ttwa-a\\tne\\tho\\tsaa","spider\\tturn-PAST\\tPOSS.3SG\\tbody\\tturn-PAST\\tPOSS.3SG\\tbody\\tcontinuously",spider turned himself around several times ,,,
454467,aka,na afei adwene bi baa ne tiri mu,"na\\tafei\\tadwene\\tbi\\tba-a\\tne\\ttiri\\tmu","CONJ.L\\tthen\\tbrain\\tINDEF\\tcome-PAST\\tPOSS.3SG\\thead\\tinside",and then an idea came to his mind,,,
454468,aka,ɔhyɛɛ aseɛ sesaa aboɔ guu gyakɛti bi a na ɛhyɛ no mu,"ɔ-hyɛɛ aseɛ\\tse-sa-a\\ta-boɔ\\tgu-u\\tgyakɛti\\tbi\\ta\\tna\\tɛ-hyɛ\\tno\\tmu","3SG.SBJ-started\\tREDP-collect-PAST\\tPL-stone\\tput-PAST\\tjacket\\tINDEF\\tREL\\t\\t3SG-wear\\t3SG\\tinside",he started to pick stones and put them in a jacket he was wearing,,,
454469,aka,maa ne mu yɛɛ duru,"ma-a\\tne\\tmu\\tyɛ-ɛ\\tduru","CAUS-PAST\\t3SG.POSS\\tinside\\tbe-PAST\\theavy",made him heavy (caused him to become heavy),,,
454470,aka,Esiane sɛ ne mu yɛɛ duru no nti,"esiane\\tsɛ\\tne\\tmu\\tyɛ\\tduru\\tno\\tnti","because\\tthat\\tPOSS.3SG\\tinside\\tbe\\theavy\\t3SG.OBJ\\tso",because he was heavy,,,
454471,aka,otumi too ne ho too nsuo no ase.,"o-tumi\\tto-o\\tne-ho\\tto-o\\tnsuo\\tno\\tase","3SG-able\\tthrow-past\\t3SG.POSS-body.REFL\\tput-PAST\\twater\\tDEF\\tdown",he was able to go(throw himself) under the water,,,
454472,aka,ɔkɔtenaa ɛpono no ho,"ɔ-kɔ-tena-a\\tɛpono\\tno\\tho","3SG.SBJ-ITV-sit-PAST\\ttable\\tDEF\\tside",he went and sat at the table,,,
454473,aka,Na nnuane beberee sisi so,"na\\tn-nuane\\tbeberee\\tsi-si\\tso","CONJ.L\\tPL-food\\tmany\\tREDP-put\\ton.LOC",and there was a lot of food on it,,,
454474,aka,Ananse faa aduane no bi sɛ ɔrebɛdi ara pɛ na akyekyedeɛ kaa sɛ ɔntwɛn,"ananse\\tfa-a\\taduane\\tno\\tbi\\tsɛ\\tɔ-re-bɛ-di\\tara_pɛ\\tna\\takyekyedeɛ\\tka-a\\tsɛ\\tɔ-n-twɛn","spider.SBJ\\ttake-PAST\\tfood\\tDEF\\tINDEF.L\\tthat\\t3SG.SBJ-PROG-come-eat\\tjust_then\\tFOC.H\\tturtle\\tsay-PAST\\tthat\\t3SG-IMP-wait",spider took some of the food to eat then turtle told him to wait,,,
454475,aka,Akyekyedeɛ ka kyerɛɛ no sɛ,"akyekyedeɛ\\tka-kyerɛ-ɛ\\tno\\tsɛ","turtle\\tsay-show-PAST\\t\\tthat",Turtle told him that....,,,
454476,aka,ne kurom hɔ deɛ,"ne\\tkuro-m\\thɔ\\tdeɛ","POSS.3SG\\ttown-REL\\tthere\\tTOP",as for his town,,,
454477,aka,yɛnhyɛ gyakɛti ndidi,"yɛ-n-hyɛ\\tgyakɛti\\tn-di-di","1PL.SBJ-NEG-wear\\tjacket.OBJ\\tNEG-REDP-eat",we dont wear a Jacket when we are eating,,,
454478,aka,enti gyesɛ ɔworɔ,"enti\\tgyesɛ\\tɔ-worɔ","so\\texcept.COND\\t3SG-remove",so except he removes it(he has to remove the jacket),,,
454479,aka,Ananse worɔɔ gyakɛti no ara pɛ,"ananse\\tworɔ-ɔ\\tgyakɛti\\tno\\tara\\tpɛ","spider\\tremove-PAST\\tjacket\\tDEF\\town\\tas_soon_as",As soon as spider removed the jacket,,,
454480,aka,Na ɛhurii no bɛtoo nsuo no ani,"na\\tɛ-huri-i\\tno\\tbɛ-to-o\\tnsuo\\tno\\tani","CONJ\\t3SG-jump-PAST\\t3SG.OBJ\\tVEN-put-PAST\\twater.OBJ\\tDEF\\ttop",and it pushed him to the surface/top of the water,,,
454481,aka,ɔhwɛɛ nsuo no ase no,"ɔ-hwɛ-ɛ\\tnsuo\\tno\\tase\\tno","3SG-look-PAST\\twater\\tDEF\\tdown\\t",when he looked under the water...,,,
454482,aka,na akyekyedeɛ gu so redi aduane no,"na\\takyekyedeɛ\\tgu\\tso\\tre-di\\taduane\\tno","CONJ\\tturtle\\tkeep\\ton\\tPROG-eat\\tfood.OBJ\\tDEF",turtle was still eating the food,,,
454483,aka,ɛhyee ananse yie,"ɛ-hye-e\\tananse\\tyie","3SG-burn-PAST\\tspider\\ta_lot",It really pained ananse,,,
454484,aka,nanso mpaninfoɔ se,"nanso\\tm-panin-foɔ\\tse","but\\tPL-elder-ASS.PL\\tsay",but elders say...,,,
454485,aka,sɛ w'ani te beberee a woma apɔnkye akye,"sɛ\\tw-ani\\tte\\tbeberee\\ta\\two-ma\\tapɔnkye\\takye","\\t3SG-eye\\topen\\tmuch\\t\\t3PL-give\\tgoat\\tmorning",if you open the eyes too much you wish the goat a good morning,,,
454486,aka,ɔmaa no akonwa tenaa so,"ɔ-ma-a\\tno\\takonwa\\ttena-a\\tso","3SG.SBJ-give.CAUS-\\t3SG\\tchair.OBJ\\tsit-PAST\\ton.LOC",he gave him a chair to sit on it,,,
454348,aka,Papa bi da akonwa mu,"papa\\tbi\\tda\\takonwa\\tmu","man\\tINDEF\\tlie\\tchair.OBJ\\tinside",A man is sleeping in a chair,,,
454349,aka,ᴐkra da ne nan so,"ᴐkra\\tda\\tne\\tnan\\tso","cat\\tlie\\t3SG.POSS\\tleg\\ton",a cat is lying on his legs/lap,,,
454350,aka,Nwansena bi aba abɛwura dan no mu hᴐ,"nwansena\\tbi\\ta-ba\\ta-bɛ-wura\\tdan\\tno\\tmu\\thᴐ","house_fly.SBJ\\tINDEF\\tPRF-come\\tPRF-VEN-enter\\thouse.OBJ\\tDEF\\tinside\\tthere.LOC",A housefly has entered the room,,,
454351,aka,ᴐkra no ayɛ n’adwene sɛ ᴐbɛkye no,"ᴐkra\\tno\\ta-yɛ\\tn’-adwene\\tsɛ\\tᴐ-bɛ-kye\\tno","cat\\tDEF\\tPRF-make\\tPOSS.3SG-mind\\tthat\\t3SG-FUT.H-catch\\t3SG.OBJ",The cat has made up its mind that it will catch it,,,
454352,aka,Cup bi si table no so ma ᴐkra no abᴐ cup no ato fam,"cup\\tbi\\tsi\\ttable\\tno\\tso\\tma\\tᴐkra\\tno\\ta-bᴐ\\tcup\\tno\\ta-to\\tfam","cup\\tINDEF\\tbe_upright\\ttable\\tDEF\\ton.LOC\\tcause.CAUS\\tcat\\tDEF\\tPRF-hit\\tcup\\tDEF\\tCONS-put\\tfloor",A cup is on the table and the cat has hit it onto the floor,,,
454353,aka,Nwansena no akᴐtare kanea no ho,"nwansena\\tno\\ta-kᴐ-tare\\tkanea\\tno\\tho","house_fly\\tDEF\\tPRF-go.ITV-stick\\tlight\\tDEF\\tbody",The housefly has gone to sit on the lamp,,,
454354,aka,ᴐkra no yɛɛ n’adwene sɛ ᴐbɛkye nwansena no,"ᴐkra\\tno\\tyɛ-ɛ\\tn’-adwene\\tsɛ\\tᴐ-bɛ-kye\\tnwansena\\tno","cat\\tDEF\\tmake-PAST\\tPOSS.SG-mind\\tthat\\t3SG.SBJ-FUT.H-catch\\thouse_fly\\tDEF",The cat decided that it will catch the housefly,,,
454355,aka,ᴐahuri asᴐ kanea no mu nanso kanea no ahwe hᴐ ama abᴐ,"ᴐ\\ta-huri\\ta-sᴐ\\tkanea\\tno\\tmu\\tnanso\\tkanea\\tno\\ta-hwe\\thᴐ\\ta-ma\\ta-bᴐ","3SG.SBJ\\tPRF-jump\\tCONS-hold\\tlight\\tDEF\\tinside\\tbut\\tlight\\tDEF\\tPRF-fall\\tthere.LOC\\tPRF-cause.CAUS\\tCONS-break",It has jumped to hold the lamp but the lamp fell down and broke,,,
454356,aka,Seisei ᴐakᴐgyina akonwa no atifi,"seisei\\tᴐ\\ta-kᴐ-gyina\\takonwa\\tno\\tatifi","now\\t3SG.SBJ\\tPRF-ITV-stand\\tchair.OBJ\\tDEF\\tnorth",Now it has gone to stand on top of the chair,,,
454358,aka,Nwansena no akᴐtare curtains no so,"nwansena\\tno\\ta-kᴐ-tare\\tcurtains\\tno\\tso","house_fly\\tDEF\\tPRF-go.ITV-stick\\tcurtains\\tDEF\\ton",The housefly has gone to stick on the curtains,,,
454359,aka,ᴐkra no rehwɛ nwansena no wᴐ curtains no so,"ᴐkra\\tno\\tre-hwɛ\\tnwansena\\tno\\twᴐ\\tcurtains\\tno\\tso","cat\\tDEF\\tPROG-look\\thouse_fly\\tDEF\\tLOC\\tcurtains\\tDEF\\ton",The cat is looking at the housefly on the curtains,,,
454360,aka,ᴐayɛ n’adwene sɛ ᴐbɛkye no,"ᴐ\\ta-yɛ\\tn’-adwene\\tsɛ\\tᴐ-bɛ-kye\\tno","3SG.SBJ\\tPRF-make\\tPOSS.3SG-mind\\tthat\\t3SG.SBJ-FUT.H-catch\\tDEF",It has decided that it will catch it,,,
454361,aka,ᴐato ne ho ato curtains no so nanso nwansena no atu ama curtains no atete,"ᴐ\\ta-to\\tne\\tho\\ta-to\\tcurtains\\tno\\tso\\tnanso\\tnwansena\\tno\\ta-tu\\ta-ma\\tcurtains\\tno\\ta-te-te","3SG.SBJ\\tPRF-throw\\t3SG.POSS\\tbody.REFL\\tPRF-put\\tcurtains\\tDEF\\ton.LOC\\tbut\\thouse_fly\\tDEF\\tPRF-fly\\tPRF-give.CAUS\\tcurtains\\tDEF\\tPRF-REDP-tear",It has thrown itself onto the curtains but the housefly has flown away and the curtains have torn,,,
454362,aka,Seisei nwansena no akᴐsi papa no atifi,"seisei\\tnwansena\\tno\\ta-kᴐ-si\\tpapa\\tno\\tatifi","now\\thouse_fly\\tDEF\\tPRF-go.ITV-be_upright\\tman\\tDEF\\tabove.LOC",Now the housefly has gone to stand above the man,,,
454363,aka,ᴐkra no afa akonwa no akyi,"ᴐkra\\tno\\ta-fa\\takonwa\\tno\\takyi","cat\\tDEF\\tPRF-pass\\tchair.OBJ\\tDEF\\tback",The cat has passed behind the chair,,,
454364,aka,ᴐatentene a abɛhu nwansena no,"ᴐ\\ta-ten-tene\\ta\\ta-bɛ-hu\\tnwansena\\tno","3SG.SBJ\\tPRF-REDP-stretch\\tINTS\\tPRF-VEN-see\\thouse_fly\\tDEF",It (the cat) has stretched so much that it has come to see the housefly,,,
454365,aka,ᴐyɛɛ sɛ ᴐrekye no nanso nwansena no atu,"ᴐ\\tyɛ-ɛ\\tsɛ\\tᴐ-re-kye\\tno\\tnanso\\tnwansena\\tno\\ta-tu","3SG.SBJ\\tCOP-PAST\\tthat\\t3SG-PROG-catch\\t3SG.OBJ\\tbut\\thouse_fly\\tDEF\\tPRF-fly",It decided that it was going to catch it but the housefly has flown(away),,,
454366,aka,ᴐkra no ne nwansena no retwan wᴐn ho wᴐ akonwa no so,"ᴐkra\\tno\\tne\\tnwansena\\tno\\tre-twan\\twᴐn\\tho\\twᴐ\\takonwa\\tno\\tso","cat\\tDEF\\t\\thouse_fly\\tDEF\\tPROG-turn\\t3PL.OBJ\\tbody\\tat.LOC\\tchair\\tDEF\\ton",The cat and the housefly are running on the chair ,,,
454367,aka,nanso deɛ ɛrekᴐ so no nyinaa akyi papa no daso ada a ᴐno deɛ ᴐntee hwee koraa,"nanso\\tdeɛ\\tɛ\\tre-kᴐ-so\\tno\\tnyinaa\\takyi\\tpapa\\tno\\tdaso\\ta-da\\ta\\tᴐno\\tdeɛ\\tᴐ-n-te-e\\thwee\\tkoraa","but\\tTOP\\t3SG\\tPROG-go.ITV-on\\tDEF\\tall\\tafter\\tman\\tDEF\\tcontinue\\tPRF-sleep\\tINTS\\t3SG.SBJ\\tTOP\\t3SG-NEG-hear-PAST\\tnothing.INDEF\\tat_all.EMPH","But after all that is going on, the man is still asleep such that he hasn't heard anything at all",,,
454368,aka,Seisei nwansena no akᴐtᴐ fam hᴐ,"seisei\\tnwansena\\tno\\ta-kᴐ-tᴐ\\tfam\\thᴐ","now\\thouse_fly\\tDEF\\tPRF-go.ITV-fall\\tfloor\\tthere.LOC",Now the housefly has fallen down,,,
454369,aka,ᴐkra no ahuri asᴐ nwansena no mu,"ᴐkra\\tno\\ta-huri\\ta-sᴐ\\tnwansena\\tno\\tmu","cat\\tDEF\\tPRF-jump\\tCONS-hold\\thouse_fly\\tDEF\\tinside",The cat has jumped and grabbed the housefly,,,
454370,aka,ᴐakye nwansena no nanso nwansena no asan atu,"ᴐ\\ta-kye\\tnwansena\\tno\\tnanso\\tnwansena\\tno\\ta-san\\ta-tu","3SG.SBJ\\tPRF-catch\\thouse_fly\\tDEF\\tbut\\thouse_fly\\tDEF\\tPRF-repeat\\tCONS-fly",It has caught the housefly but the housefly has flown(away) again,,,
454371,aka,Oh ᴐrebobᴐ nwansena no,"oh\\tᴐ-re-bo-bᴐ\\tnwansena\\tno","EXCL\\t3SG.SBJ-PROG-REDP-hit\\thouse_fly\\tDEF",Oh! it is hitting the housefly,,,
454372,aka,ᴐabᴐ no ama seisei nwansena no awu,"ᴐ\\ta-bᴐ\\tno\\ta-ma\\tseisei\\tnwansena\\tno\\ta-wu","3SG.SBJ\\tPRF-hit\\t3SG.OBJ\\tPRF-cause.CAUS\\tnow\\thouse_fly\\tDEF\\tPRF-die",It has hit it and has caused the housefly to die,,,
454373,aka,ᴐkra no ahome,"ᴐkra\\tno\\ta-home","cat\\tDEF\\tPRF-rest",The cat has rested,,,
454374,aka,ne ho atᴐ no,"ne-ho\\ta-tᴐ\\tno","3SG.POSS-body.REFL\\tPRF-\\tDEF",It is relieved,,,
454375,aka,ᴐde ne nsa reprɛprɛ nwansena no ahwɛ sɛ ᴐawu a,"ᴐ-de\\tne\\tnsa\\tre-prɛ-prɛ\\tnwansena\\tno\\ta-hwɛ\\tsɛ\\tᴐ\\ta-wu\\ta","3SG.SBJ-use\\t3SG.POSS\\thand\\tPROG-REDP-tap\\thouse_fly\\tDEF\\tPRF-see\\tif.COND\\t3SG\\tPRF-die\\tthen.COND.L",It is tapping the housefly with its hand to see if it is dead,,,
454376,aka,Yee daabi ᴐnwuiɛ ,"yee\\tdaabi\\tᴐ-n-wu-iɛ","EXCL\\tno.NEG\\t3SG.SBJ-NEG-die-PRF","No, it is not dead!",,,
454378,aka,ᴐkra no asan abᴐ no ato hᴐ nti ᴐretwan ne ho wᴐ nwansena no ho,"ᴐkra\\tno\\ta-san\\ta-bᴐ\\tno\\ta-to\\thᴐ\\tnti\\tᴐ-re-twan\\tne\\tho\\twᴐ\\tnwansena\\tno\\tho","cat\\tDEF\\tPRF-repeat\\tCONS-hit\\t3SG.OBJ\\tPRF-put\\tthere.LOC\\tso\\t3SG.SBJ-PROG-circle/turn around\\t3SG.POSS\\tbody.REFL\\tLOC\\thouse_fly\\tDEF\\tbody",The cat has hit it onto the floor again so it is circling the housefly,,,
454379,aka,ᴐde amirika afa akonwa no akyi,"ᴐ-de\\tamirika\\ta-fa\\takonwa\\tno\\takyi","3SG.SBJ-use\\tspeed\\tPRF-pass\\tchair\\tDEF\\tback",It has ran past the back of the chair,,,
454380,aka,Afei ᴐkra no akᴐhyɛ paper no ase rehwɛ sɛ nwansena no awu ampa a,"afei\\tᴐkra\\tno\\ta-kᴐ-hyɛ\\tpaper\\tno\\tase\\tre-hwɛ\\tsɛ\\tnwansena\\tno\\ta-wu\\tampa\\ta","now\\tcat\\tDEF\\tPRF-go.ITV-be\\tpaper\\tDEF\\tunder\\tPROG-look\\tif_then.COND\\thouse_fly\\tDEF\\tPRF-die\\ttrue\\tCOND",Now the cat has gone hidden under the paper to see if the housefly is really dead,,,
454381,aka,Ampa nwansena no awu,"ampa\\tnwansena\\tno\\ta-wu","true.EMPH\\thouse_fly\\tDEF\\tPRF-die","True, the housefly is dead",,,
454382,aka,ᴐkra no akᴐhwɛ papa no,"ᴐkra\\tno\\ta-kᴐ-hwɛ\\tpapa\\tno","cat\\tDEF\\tPRF-ITV-look_at\\tman\\tDEF",The cat has gone and looked at the man,,,
454383,aka,ᴐrefrɛ papa no sɛ ᴐnhwɛ sɛ ᴐaku nwansena no,"ᴐ\\tre-frɛ\\tpapa\\tno\\tsɛ\\tᴐ\\tn-hwɛ\\tsɛ\\tᴐ\\ta-ku\\tnwansena\\tno","3SG.SBJ\\tPROG-call\\tman\\tDEF\\tthat\\t3SG.SBJ\\tIMP-look\\tthat\\t3SG\\tPRF-kill\\thouse_fly\\tnó.DEF",It is calling the man that he should look that it has killed the housefly,,,
454384,aka,nanso still aa papa no ɛngye so,"nanso\\tstill\\tara\\tpapa\\tno\\tn-gye\\tso","but\\t\\t\\tman.SBJ\\tDEF\\tNEG-collect\\tLOC",But still the man is not responding,,,
454385,aka,nti ᴐatam nwansena no ahyɛ n' ano mu de akᴐto papa no so,"nti\\tᴐ\\ta-tam\\tnwansena\\tno\\ta-hyɛ\\tne\\tano\\tmu\\tde\\ta-kᴐ-to\\tpapa\\tno\\tso","so\\t3SG.SBJ\\tPRF-carry\\thouse_fly\\tDEF\\tPRF-put\\t3SG.POSS\\tmouth\\tinside\\tuse\\tPRF-ITV-put\\tman\\tDEF\\ton.LOC","So, it has carried the housefly in its mouth and has put it on the man",,,
454386,aka,ᴐahwɛ ara nso still papa no nsᴐre.,"ᴐ\\ta-hwɛ\\tara\\tnso\\tstill\\tpapa\\tno\\tn-sᴐre","3SG.SBJ\\tPRF-look\\tIRR\\tbut\\t\\tman\\tDEF\\tNEG-get_up",It has looked(for sometime) but still the man is not getting up,,,
454387,aka,ᴐkra no atam nwansena no ahyɛ papa no ano mu,"ᴐkra\\tno\\ta-tam\\tnwansena\\tno\\ta-hyɛ\\tpapa\\tno\\tano\\tmu","cat\\tDEF\\tPRF-carry\\thouse_fly\\tDEF\\tCONS-put\\tman\\tDEF\\tmouth\\tinside",The cat has picked up and put the housefly into the man's mouth,,,
454388,aka,Afei deɛ papa no ate n’ani,"afei\\tdeɛ\\tpapa\\tno\\ta-te\\tn’-ani","now\\tTOP\\tman\\tDEF\\tPRF-open\\t3SG.POSS-eye",Now the man has opened his eyes,,,
454389,aka,ᴐasᴐ ne kᴐn,"ᴐ\\ta-sᴐ\\tne\\tkᴐn","3SG.SBJ\\tPRF-hold\\t3SG.POSS\\tneck",He has held his neck,,,
454390,aka,ᴐpɛ sɛ ᴐfe nwansena no nanso ɛmba,"ᴐ-pɛ\\tsɛ\\tᴐ-fe\\tnwansena\\tno\\tnanso\\tɛ-m-ba","3SG.SBJ-like.JUSS\\tthat\\t3SG.SBJ-vomit\\thouse_fly\\tDEF\\tbut\\t3SG-NEG-come",He wants to vomit the housefly but it is not coming(out of his mouth),,,
454391,aka,Afei ᴐakᴐhwɛ ᴐkra no,"afei\\tᴐ\\ta-kᴐ-hwɛ\\tᴐkra\\tno","now\\t3SG.SBJ\\tPRF-go.ITV-look_at\\tcat\\tDEF",Now it has gone/turned to look at the cat,,,
454392,aka,ᴐkra no nso ahwɛ papa no,"ᴐkra\\tno\\tnso\\ta-hwɛ\\tpapa\\tno","cat.SBJ\\tDEF\\talso\\tPRF-look_at\\tman.OBJ\\tDEF",The cat has also looked at the man,,,
454393,aka,ᴐaka akyerɛ no sɛ biribi hyɛ n' anum,"ᴐ\\ta-ka\\ta-kyerɛ\\tno\\tsɛ\\tbiribi\\thyɛ\\tne\\tanu-m","3SG.SBJ\\tPRF-say\\tCONS-show\\tDEF\\tthat\\tsomething.INDEF\\tbe_located inside\\tPOSS.3SG\\tmouth-inside.LOC",It has told him that there is something in his mouth,,,
